Country_Name,country_id,Avg_Length,RRF_Score,Qwen3-8B_score,BGE-M3_score,Jina-v3_score,OpenAI_score,Final_Rank
Dominica,Dominica,251.75,0.02100131269765225,0.38577117885495094,0.3526501047975717,0.14563590374233115,0.1926033532624219,140
Latvia,Latvia,292.75,0.020817615220600293,0.36807601487623753,0.3701025939508459,0.137174086410529,0.1884575619028212,141
Luxembourg,Luxembourg,276.0,0.0205510466378388,0.3585163849552306,0.36843260490381297,0.12507645372788784,0.19427933429527175,142
Nicaragua,Nicaragua,1047.0,0.02050138123597526,0.3756839892085947,0.36587943183709937,0.13485731562962405,0.1800232542001166,143
Finland,Finland,1521.75,0.020464890965508912,0.35993635391819395,0.35762941613712346,0.1302921090751234,0.20589605297249203,144
Sierra Leone,Sierra Leone,134.25,0.02046270509948729,0.3508134954588382,0.34780998057909307,0.12099622376264889,0.21688136745047837,145
Australia,Australia,4343.0,0.01981362620835183,0.35804164087197377,0.3536002245548157,0.1230099939307417,0.19549421700424757,146
France,France,1421.0,0.01943546852327927,0.3633498472099621,0.35817822261471316,0.11849804228948002,0.1753906154021819,147
Hungary,Hungary,1036.0,0.019362072381990766,0.3512204577727218,0.3488995312910419,0.11596566361011085,0.19259352962763593,148
Malaysia,Malaysia,144.5,0.01916707618985804,0.36948255396973145,0.3488407034496511,0.11081649585989943,0.1739227418704734,149
United Kingdom,United Kingdom,3650.0,0.019110153105471386,0.3539446203783698,0.352076431312527,0.09586381032380233,0.18341128875954427,150
Italy,Italy,2783.25,0.01909664411873114,0.35040855328727893,0.3510627042771026,0.11751321075015911,0.1792579801358037,151
Gabon,Gabon,415.75,0.018872123895488382,0.3563053940521476,0.3462189188808693,0.1050137775519768,0.17900393530068734,152
New Zealand,New Zealand,8078.75,0.018784344599401304,0.33105045596185634,0.34144300381196774,0.1088818542540538,0.1898805941561817,153
Barbados,Barbados,110.75,0.018738190731747026,0.36351742846130375,0.33244865942759283,0.11086057015375037,0.1727764742953742,154
Bahamas,Bahamas,163.0,0.018728316535074403,0.35269188715140654,0.3411385383906394,0.11958128926832087,0.1692958998368373,155
Sweden,Sweden,1362.0,0.018562389870886008,0.3454720924754271,0.3465174583922671,0.10380916368213795,0.1742156065922462,156
Kuwait,Kuwait,631.5,0.018377934133782213,0.3415220094550335,0.34858642407323737,0.09856754856018594,0.16294549510492654,157
Ireland,Ireland,266.25,0.018374288101227727,0.33834556987695363,0.3382836814332772,0.09248794916710487,0.17784073643557646,158
Singapore,Singapore,696.5,0.018335306016743068,0.33140587756880147,0.33174586004552714,0.0970730308478848,0.178611303139229,159
India,India,263.0,0.018331151177096307,0.34411083887844696,0.3372816779541977,0.10922222791208247,0.16776222792700046,160
United Arab Emirates,United Arab Emirates,277.0,0.018277934770889983,0.3512129761965102,0.3457930595590361,0.09177048168681542,0.14958429710401117,161
Canada,Canada,212.5,0.01811395415877583,0.3008921045225156,0.3358918253344108,0.11168673972140623,0.15886847508179833,162
Fiji,Fiji,139.0,0.01799854969698019,0.3281107706095885,0.326482010560666,0.09056717261816002,0.17123241502750017,163
Saint Lucia,Saint Lucia,528.75,0.01798883764731951,0.3206935641456331,0.32601030519901875,0.07544043343693031,0.17687384307666504,164
Eritrea,Eritrea,549.75,0.017943999667039336,0.327512554827845,0.34442585370958756,0.07346628102022795,0.1527513369500046,165
Malta,Malta,438.75,0.01781816270491919,0.3208489053323239,0.3209476243083799,0.08481702756489362,0.16526602694580556,166
Liberia,Liberia,72.0,0.01769963256223154,0.3100482521449649,0.3261160518846252,0.08078077567345691,0.14386882955874142,167
"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",365.0,0.006756756756756757,0.0,0.0,0.0,0.2276617834887859,168
